number,latitude,longitude,time,step,surface,valid_time,u10,v10,t2m,cape,msl,sp,tcc,depthBelowLandLayer,swvl1
9,29.5,18.5,2024-01-01,0 days,0.0,2024-01-01,2.7151585,-0.38747215,284.70508,0.875,102252.625,99460.0,0.3361323,0.0,0.015319935
9,29.5,19.0,2024-01-01,0 days,0.0,2024-01-01,2.5916233,-0.18190575,284.83594,1.1875,102231.375,100528.0,0.3448298,0.0,0.015304676
9,29.5,19.5,2024-01-01,0 days,0.0,2024-01-01,2.354807,0.07053566,284.8711,1.25,102214.0,101184.0,0.33558297,0.0,0.013534657
9,29.5,20.0,2024-01-01,0 days,0.0,2024-01-01,2.1873264,0.26389503,285.02148,1.125,102198.625,101481.0,0.3081782,0.0,0.008056751
9,29.0,10.0,2024-01-01,0 days,0.0,2024-01-01,-0.5538845,-0.15260887,282.08594,0.0,102428.0,94886.0,0.21986032,0.0,-0.00010670046
9,29.0,10.5,2024-01-01,0 days,0.0,2024-01-01,-0.3121853,-0.3630581,281.9746,0.0,102429.625,94703.0,0.22254586,0.0,0.0006714978
9,29.0,11.0,2024-01-01,0 days,0.0,2024-01-01,-0.20915794,-0.53883934,282.02148,0.0,102429.0,94726.0,0.22710824,0.0,0.000656239
9,29.0,11.5,2024-01-01,0 days,0.0,2024-01-01,-0.115407944,-0.70290184,282.2129,0.1875,102428.0,94675.0,0.23406625,0.0,4.5887427e-05
9,29.0,12.0,2024-01-01,0 days,0.0,2024-01-01,0.0344944,-0.91335106,282.5879,0.5,102424.5,94760.0,0.26656747,0.0,0.00025951047
9,29.0,12.5,2024-01-01,0 days,0.0,2024-01-01,0.14777565,-0.86159325,282.79883,5.75,102418.75,95053.0,0.29557443,0.0,0.00054942747
9,29.0,13.0,2024-01-01,0 days,0.0,2024-01-01,0.37433815,-0.7351284,282.9082,7.25,102413.375,95179.0,0.30279183,0.0,0.0006257214
9,29.0,13.5,2024-01-01,0 days,0.0,2024-01-01,0.78009987,-0.4748745,283.06055,8.125,102406.625,95437.0,0.29963326,0.0,0.00013744016
9,29.0,14.0,2024-01-01,0 days,0.0,2024-01-01,1.1111546,-0.35036278,283.3789,7.0,102395.625,95960.0,0.28603768,0.0,-0.00010670046
9,29.0,14.5,2024-01-01,0 days,0.0,2024-01-01,1.1829319,-0.37917137,283.71875,2.8125,102385.25,96401.0,0.26754403,0.0,0.00015269895
9,29.0,15.0,2024-01-01,0 days,0.0,2024-01-01,1.216135,-0.30885887,283.83008,1.625,102375.375,96453.0,0.24747872,0.0,0.00044261594
9,29.0,15.5,2024-01-01,0 days,0.0,2024-01-01,1.2620335,-0.20680809,284.2461,1.1875,102361.625,97030.0,0.26479745,0.0,0.0007630505
9,29.0,16.0,2024-01-01,0 days,0.0,2024-01-01,1.4900608,-0.3288784,284.04297,1.25,102347.25,97569.0,0.27323556,0.0,0.0016175427
9,29.0,16.5,2024-01-01,0 days,0.0,2024-01-01,1.7888889,-0.5031948,283.88086,1.125,102330.75,97993.0,0.27491403,0.0,0.002975575
9,29.0,17.0,2024-01-01,0 days,0.0,2024-01-01,1.844553,-0.5066128,283.90625,1.0625,102313.5,98818.0,0.27834725,0.0,0.0033875622
9,29.0,17.5,2024-01-01,0 days,0.0,2024-01-01,1.6165257,-0.42067528,284.00195,1.25,102299.375,99469.0,0.29452157,0.0,0.0046387827
9,29.0,18.0,2024-01-01,0 days,0.0,2024-01-01,1.70051,-0.6028042,284.01562,1.6875,102285.625,99164.0,0.29801583,0.0,0.0141297495
9,29.0,18.5,2024-01-01,0 days,0.0,2024-01-01,2.198557,-0.5705776,284.3164,1.3125,102264.5,99709.0,0.31574655,0.0,0.008926502
9,29.0,19.0,2024-01-01,0 days,0.0,2024-01-01,2.1956272,-0.22585106,284.4922,1.8125,102246.25,100511.0,0.31097054,0.0,0.015915029
9,29.0,19.5,2024-01-01,0 days,0.0,2024-01-01,2.104807,0.12473488,284.4297,2.3125,102232.625,100750.0,0.28013253,0.0,0.020752065
9,29.0,20.0,2024-01-01,0 days,0.0,2024-01-01,2.034006,0.32053566,284.4961,2.0625,102218.5,100808.0,0.25547433,0.0,0.014770619
9,28.5,10.0,2024-01-01,0 days,0.0,2024-01-01,-1.0153103,-0.98366356,282.0957,0.0,102412.0,95051.0,0.20382333,0.0,1.1106022e-07
9,28.5,10.5,2024-01-01,0 days,0.0,2024-01-01,-0.76579857,-1.0471401,281.62695,0.0,102413.0,95139.0,0.20618844,0.0,1.1106022e-07
9,28.5,11.0,2024-01-01,0 days,0.0,2024-01-01,-0.63347435,-1.1516323,281.51562,0.0,102411.75,95235.0,0.21192575,0.0,1.536985e-05
9,28.5,11.5,2024-01-01,0 days,0.0,2024-01-01,-0.36443138,-1.1574917,281.79883,0.0625,102407.5,95617.0,0.21252084,0.0,0.00013744016
9,28.5,12.0,2024-01-01,0 days,0.0,2024-01-01,-0.22429466,-1.217062,282.33398,0.375,102401.875,96104.0,0.23557687,0.0,4.5887427e-05
9,28.5,12.5,2024-01-01,0 days,0.0,2024-01-01,-0.36003685,-1.048605,282.96484,2.625,102397.625,96411.0,0.2608149,0.0,0.00013744016
9,28.5,13.0,2024-01-01,0 days,0.0,2024-01-01,-0.54753685,-0.9177456,283.11328,5.125,102398.625,95733.0,0.26595712,0.0,1.536985e-05
9,28.5,13.5,2024-01-01,0 days,0.0,2024-01-01,-0.14226341,-0.748312,283.15625,6.0625,102395.625,95539.0,0.2641871,0.0,-0.00018299441
9,28.5,14.0,2024-01-01,0 days,0.0,2024-01-01,0.49201393,-0.79421043,283.12305,5.3125,102392.375,95329.0,0.26209664,0.0,-0.00016773562
9,28.5,14.5,2024-01-01,0 days,0.0,2024-01-01,0.813303,-0.8674526,283.3125,2.5,102381.75,95800.0,0.25065255,0.0,-7.6182885e-05
9,28.5,15.0,2024-01-01,0 days,0.0,2024-01-01,0.6990452,-0.982687,283.6289,1.8125,102372.75,96202.0,0.2387507,0.0,-1.5147729e-05
9,28.5,15.5,2024-01-01,0 days,0.0,2024-01-01,0.66388893,-0.69753075,283.49414,1.25,102367.375,96233.0,0.2567103,0.0,0.00015269895
9,28.5,16.0,2024-01-01,0 days,0.0,2024-01-01,1.0047092,-0.49147606,283.4922,1.0,102355.5,96654.0,0.26435494,0.0,0.0013276257
9,28.5,16.5,2024-01-01,0 days,0.0,2024-01-01,1.532053,-0.037862778,283.86328,0.9375,102343.0,97319.0,0.26324105,0.0,0.003402821
9,28.5,17.0,2024-01-01,0 days,0.0,2024-01-01,1.7053928,0.11252785,284.10742,1.0625,102327.0,98178.0,0.26594186,0.0,0.0037995495
9,28.5,17.5,2024-01-01,0 days,0.0,2024-01-01,1.7981663,0.07834816,284.44922,2.3125,102310.875,98946.0,0.27582955,0.0,0.0014344372
9,28.5,18.0,2024-01-01,0 days,0.0,2024-01-01,1.8694553,-0.23561668,284.4121,3.75,102293.75,99172.0,0.27457833,0.0,0.0060120737
9,28.5,18.5,2024-01-01,0 days,0.0,2024-01-01,2.0593967,-0.21510887,284.43945,3.375,102275.625,99705.0,0.2862513,0.0,0.005859486
9,28.5,19.0,2024-01-01,0 days,0.0,2024-01-01,1.8928928,-0.07839012,284.33398,3.8125,102261.375,100000.0,0.27431893,0.0,0.006851307
9,28.5,19.5,2024-01-01,0 days,0.0,2024-01-01,1.8015842,0.13059425,284.20117,4.125,102247.875,100184.0,0.24885201,0.0,0.013458363
9,28.5,20.0,2024-01-01,0 days,0.0,2024-01-01,1.847971,0.029520035,284.1543,3.0,102234.375,100138.0,0.23301339,0.0,0.014602772
9,28.0,10.0,2024-01-01,0 days,0.0,2024-01-01,-1.4196072,-1.1950893,282.14062,0.0,102388.125,95990.0,0.20684457,0.0,1.1106022e-07
9,28.0,10.5,2024-01-01,0 days,0.0,2024-01-01,-1.1930447,-1.2346401,281.73828,0.0,102389.125,96026.0,0.20399117,0.0,0.0004883923
9,28.0,11.0,2024-01-01,0 days,0.0,2024-01-01,-0.98991966,-1.073019,281.60547,0.0,102389.25,95893.0,0.20092416,0.0,0.0040131724
9,28.0,11.5,2024-01-01,0 days,0.0,2024-01-01,-0.6500759,-1.0041714,281.80273,0.0625,102386.875,96105.0,0.20998788,0.0,0.0058289682
9,28.0,12.0,2024-01-01,0 days,0.0,2024-01-01,-0.3326931,-0.86940575,281.9961,0.1875,102382.125,96515.0,0.21534371,0.0,4.5887427e-05
9,28.0,12.5,2024-01-01,0 days,0.0,2024-01-01,-0.50554466,-0.7693081,282.58008,2.8125,102377.5,96845.0,0.24354196,0.0,0.009414784
9,28.0,13.0,2024-01-01,0 days,0.0,2024-01-01,-0.70329857,-0.81178856,283.01562,4.5,102377.0,96422.0,0.25043893,0.0,0.004821888
9,28.0,13.5,2024-01-01,0 days,0.0,2024-01-01,-0.6080837,-1.2419643,283.53125,4.0625,102375.5,96177.0,0.23781991,0.0,-0.00010670046
9,28.0,14.0,2024-01-01,0 days,0.0,2024-01-01,-0.038259506,-1.3742886,283.58594,3.0,102371.625,96058.0,0.23157907,0.0,-0.00012195925
9,28.0,14.5,2024-01-01,0 days,0.0,2024-01-01,0.29328346,-1.3513393,283.39258,2.1875,102368.125,96413.0,0.22979379,0.0,-0.00010670046
9,28.0,15.0,2024-01-01,0 days,0.0,2024-01-01,0.20539284,-1.3166714,283.3789,1.25,102361.375,96828.0,0.22140145,0.0,-3.0406518e-05
9,28.0,15.5,2024-01-01,0 days,0.0,2024-01-01,0.06916237,-1.0310268,282.95117,0.75,102359.0,96575.0,0.22822213,0.0,0.00029002805
9,28.0,16.0,2024-01-01,0 days,0.0,2024-01-01,0.15461159,-0.59352684,282.49023,0.375,102360.375,95908.0,0.23368478,0.0,0.013809315
9,28.0,16.5,2024-01-01,0 days,0.0,2024-01-01,0.6829319,-0.12819481,282.85938,0.3125,102350.25,96302.0,0.23368478,0.0,0.012649647
9,28.0,17.0,2024-01-01,0 days,0.0,2024-01-01,1.3933811,0.173563,283.36523,0.375,102345.125,95994.0,0.23406625,0.0,0.007873646
9,28.0,17.5,2024-01-01,0 days,0.0,2024-01-01,1.8030491,0.12034035,283.68555,1.3125,102330.375,96523.0,0.23803353,0.0,0.011459461
9,28.0,18.0,2024-01-01,0 days,0.0,2024-01-01,2.1272678,-0.23415184,284.54688,2.75,102305.0,98010.0,0.23275399,0.0,0.002456776
9,28.0,18.5,2024-01-01,0 days,0.0,2024-01-01,1.8489475,-0.326437,284.56445,4.75,102285.625,99130.0,0.24935555,0.0,0.0030671277
9,28.0,19.0,2024-01-01,0 days,0.0,2024-01-01,1.6843967,-0.27760887,284.42188,5.3125,102271.125,99458.0,0.24143624,0.0,0.0034943738
9,28.0,19.5,2024-01-01,0 days,0.0,2024-01-01,1.5750217,-0.31471825,284.24805,4.6875,102257.25,99805.0,0.23450875,0.0,0.0025941052
9,28.0,20.0,2024-01-01,0 days,0.0,2024-01-01,1.6228733,-0.40358543,284.23633,3.3125,102243.5,99842.0,0.22152352,0.0,0.0018311657
9,27.5,10.0,2024-01-01,0 days,0.0,2024-01-01,-1.4327908,-0.7351284,282.81055,0.0,102364.375,96425.0,0.20689034,0.0,1.1106022e-07
9,27.5,10.5,2024-01-01,0 days,0.0,2024-01-01,-1.365408,-0.74440575,282.60547,0.0,102367.75,96353.0,0.20130563,0.0,1.1106022e-07
9,27.5,11.0,2024-01-01,0 days,0.0,2024-01-01,-1.1637478,-0.5925503,282.46875,0.0,102368.125,96216.0,0.19829965,0.0,0.0034333386
9,27.5,11.5,2024-01-01,0 days,0.0,2024-01-01,-0.79216576,-0.63796043,282.08398,0.0,102368.875,96129.0,0.20269418,0.0,0.0093537485
9,27.5,12.0,2024-01-01,0 days,0.0,2024-01-01,-0.39714622,-0.5432339,282.0332,0.0625,102365.75,96419.0,0.20902658,0.0,3.062864e-05
9,27.5,12.5,2024-01-01,0 days,0.0,2024-01-01,-0.44792747,-0.48171043,282.26758,1.75,102362.25,96762.0,0.23420358,0.0,0.0068207895
9,27.5,13.0,2024-01-01,0 days,0.0,2024-01-01,-0.46452904,-0.56715965,282.4414,1.875,102360.75,97024.0,0.23461556,0.0,0.013595692
9,27.5,13.5,2024-01-01,0 days,0.0,2024-01-01,-0.38298607,-0.9900112,282.96094,1.5,102359.125,96808.0,0.22237802,0.0,0.008056751
9,27.5,14.0,2024-01-01,0 days,0.0,2024-01-01,-0.41716576,-1.1936245,283.2793,1.6875,102355.875,97006.0,0.20986581,0.0,-4.5665307e-05
9,27.5,14.5,2024-01-01,0 days,0.0,2024-01-01,-0.20134544,-1.1921597,283.17188,1.0625,102352.875,97238.0,0.20606637,0.0,-1.5147729e-05
9,27.5,15.0,2024-01-01,0 days,0.0,2024-01-01,-0.1974392,-1.2165737,283.23242,0.4375,102350.375,97184.0,0.19945931,0.0,1.1106022e-07
9,27.5,15.5,2024-01-01,0 days,0.0,2024-01-01,-0.37566185,-1.2346401,282.72266,0.3125,102349.5,96784.0,0.1925013,0.0,0.00025951047
9,27.5,16.0,2024-01-01,0 days,0.0,2024-01-01,-0.39909935,-0.9309292,282.34375,0.0,102351.25,96097.0,0.19854379,0.0,0.009979359
9,27.5,16.5,2024-01-01,0 days,0.0,2024-01-01,-0.34734154,-0.9299526,282.23633,0.0,102357.375,94838.0,0.20203805,0.0,0.011108509
9,27.5,17.0,2024-01-01,0 days,0.0,2024-01-01,0.35334206,-0.6467495,282.71094,0.125,102352.625,94486.0,0.20229745,0.0,0.0071107065
9,27.5,17.5,2024-01-01,0 days,0.0,2024-01-01,1.4368382,-0.6491909,283.13867,0.25,102343.375,94610.0,0.2066462,0.0,0.013458363
9,27.5,18.0,2024-01-01,0 days,0.0,2024-01-01,1.988596,-0.85378075,284.60938,1.0,102311.5,96699.0,0.20548654,0.0,0.0009003796
9,27.5,18.5,2024-01-01,0 days,0.0,2024-01-01,1.5891819,-0.8557339,284.70117,3.4375,102290.25,98334.0,0.22205758,0.0,0.0010529675
9,27.5,19.0,2024-01-01,0 days,0.0,2024-01-01,1.3084202,-0.69704247,284.32422,4.8125,102275.375,99112.0,0.22118783,0.0,0.0010377087
9,27.5,19.5,2024-01-01,0 days,0.0,2024-01-01,1.1985569,-0.72633934,284.14453,4.25,102261.375,99460.0,0.2152369,0.0,0.00018321653
9,27.5,20.0,2024-01-01,0 days,0.0,2024-01-01,1.228342,-0.623312,284.0547,3.3125,102248.75,99736.0,0.2291224,0.0,0.00030528684
9,27.0,10.0,2024-01-01,0 days,0.0,2024-01-01,-1.3536892,-0.049581528,283.56445,0.0,102349.375,96081.0,0.208462,0.0,1.1106022e-07
9,27.0,10.5,2024-01-01,0 days,0.0,2024-01-01,-1.2863064,-0.05885887,283.35938,0.0,102352.75,96009.0,0.20284677,0.0,1.1106022e-07
9,27.0,11.0,2024-01-01,0 days,0.0,2024-01-01,-1.1910915,-0.09840965,282.7207,0.0,102353.625,96084.0,0.19350839,0.0,1.1106022e-07
9,27.0,11.5,2024-01-01,0 days,0.0,2024-01-01,-0.85173607,-0.17458153,282.26953,0.0,102354.25,96010.0,0.19228768,0.0,0.0057374155
9,27.0,12.0,2024-01-01,0 days,0.0,2024-01-01,-0.4396267,-0.13796043,282.1504,0.0,102355.375,96104.0,0.2027247,0.0,1.1106022e-07
9,27.0,12.5,2024-01-01,0 days,0.0,2024-01-01,-0.22624779,-0.17555809,282.22852,0.0,102354.25,96466.0,0.2180903,0.0,0.0035096325
9,27.0,13.0,2024-01-01,0 days,0.0,2024-01-01,-0.21111107,-0.23073387,282.2832,0.0,102352.75,96813.0,0.21825814,0.0,0.012054554
9,27.0,13.5,2024-01-01,0 days,0.0,2024-01-01,-0.2965603,-0.49635887,282.60547,0.0625,102348.875,97063.0,0.20769906,0.0,0.008148304
9,27.0,14.0,2024-01-01,0 days,0.0,2024-01-01,-0.33073997,-0.7009487,282.92383,0.25,102345.75,97262.0,0.19515634,0.0,1.1106022e-07
9,27.0,14.5,2024-01-01,0 days,0.0,2024-01-01,-0.421072,-1.0442104,283.07812,0.1875,102342.0,97237.0,0.19086862,0.0,4.5887427e-05
9,27.0,15.0,2024-01-01,0 days,0.0,2024-01-01,-0.39372826,-1.2585659,283.2246,0.0,102340.25,97025.0,0.1843226,0.0,-1.5147729e-05
9,27.0,15.5,2024-01-01,0 days,0.0,2024-01-01,-0.5411892,-1.4104214,282.8828,0.0,102338.875,96766.0,0.17567086,0.0,9.1663795e-05
9,27.0,16.0,2024-01-01,0 days,0.0,2024-01-01,-0.82829857,-1.4753628,282.78906,0.0,102338.75,96518.0,0.18113351,0.0,4.5887427e-05
9,27.0,16.5,2024-01-01,0 days,0.0,2024-01-01,-0.77654076,-1.4743862,282.6797,0.0625,102344.875,95253.0,0.18464303,0.0,0.0012055554
9,27.0,17.0,2024-01-01,0 days,0.0,2024-01-01,-0.4601345,-1.6491909,282.7207,0.125,102345.375,94346.0,0.17155099,0.0,0.0070344126
9,27.0,17.5,2024-01-01,0 days,0.0,2024-01-01,0.6282444,-1.6638393,283.1543,0.1875,102337.625,94340.0,0.17541146,0.0,0.013534657
9,27.0,18.0,2024-01-01,0 days,0.0,2024-01-01,1.3665257,-1.5378628,284.72266,0.3125,102308.5,96449.0,0.18848825,0.0,3.062864e-05
9,27.0,18.5,2024-01-01,0 days,0.0,2024-01-01,1.0462132,-1.2253628,284.6836,1.625,102289.75,98212.0,0.21836495,0.0,0.00013744016
9,27.0,19.0,2024-01-01,0 days,0.0,2024-01-01,0.77521706,-1.0056362,284.27734,3.0625,102274.75,98999.0,0.21789193,0.0,0.00029002805
9,27.0,19.5,2024-01-01,0 days,0.0,2024-01-01,0.7742405,-0.776144,283.81055,3.3125,102262.5,99265.0,0.22246957,0.0,0.00019847532
9,27.0,20.0,2024-01-01,0 days,0.0,2024-01-01,0.80402565,-0.6726284,283.72266,2.4375,102249.75,99543.0,0.23643136,0.0,0.00032054563
9,26.5,10.0,2024-01-01,0 days,0.0,2024-01-01,-0.95671654,0.29514503,283.89648,0.0,102345.875,95108.0,0.20980477,0.0,1.1106022e-07
9,26.5,10.5,2024-01-01,0 days,0.0,2024-01-01,-1.3214626,0.20041847,283.16797,0.0,102345.75,95498.0,0.21203256,0.0,1.1106022e-07
9,26.5,11.0,2024-01-01,0 days,0.0,2024-01-01,-1.2223415,0.16037941,282.47266,0.0,102346.5,95608.0,0.20432687,0.0,1.1106022e-07
9,26.5,11.5,2024-01-01,0 days,0.0,2024-01-01,-0.8922634,0.23899269,282.33398,0.0,102352.0,95259.0,0.18288827,0.0,0.0010834851
9,26.5,12.0,2024-01-01,0 days,0.0,2024-01-01,-0.43865013,0.2961216,282.36133,0.0,102357.375,95121.0,0.18911386,0.0,1.1106022e-07
9,26.5,12.5,2024-01-01,0 days,0.0,2024-01-01,-0.020681381,0.1476841,282.61328,0.0,102355.875,95585.0,0.19953561,0.0,0.0055848276
9,26.5,13.0,2024-01-01,0 days,0.0,2024-01-01,0.083810806,-0.094991684,282.57812,0.0,102348.375,96333.0,0.21152902,0.0,0.0027314343
9,26.5,13.5,2024-01-01,0 days,0.0,2024-01-01,-0.013845444,-0.3654995,282.91992,0.0,102344.625,96565.0,0.20011544,0.0,1.1106022e-07
9,26.5,14.0,2024-01-01,0 days,0.0,2024-01-01,-0.32927513,-0.8127651,283.2578,0.0,102336.5,96833.0,0.19456124,0.0,1.536985e-05
9,26.5,14.5,2024-01-01,0 days,0.0,2024-01-01,-0.45329857,-1.2566128,283.41992,0.0625,102331.75,96860.0,0.19266915,0.0,7.6405006e-05
9,26.5,15.0,2024-01-01,0 days,0.0,2024-01-01,-0.57048607,-1.491476,283.12695,0.0625,102328.25,96904.0,0.18648934,0.0,0.000656239
9,26.5,15.5,2024-01-01,0 days,0.0,2024-01-01,-0.6315212,-1.4372768,283.1836,0.0,102326.375,96826.0,0.18178964,0.0,1.1106022e-07
9,26.5,16.0,2024-01-01,0 days,0.0,2024-01-01,-0.9493923,-1.494894,283.06445,0.0,102325.25,96763.0,0.18680978,0.0,1.1106022e-07
9,26.5,16.5,2024-01-01,0 days,0.0,2024-01-01,-0.9606228,-1.7351284,283.14453,0.0625,102324.625,96335.0,0.17542672,0.0,1.1106022e-07
9,26.5,17.0,2024-01-01,0 days,0.0,2024-01-01,-0.6740017,-1.9387417,283.16602,0.125,102324.5,95480.0,0.16077828,0.0,0.005691639
9,26.5,17.5,2024-01-01,0 days,0.0,2024-01-01,-0.11003685,-1.9924526,283.5879,0.125,102318.25,95475.0,0.16456246,0.0,0.011673084
9,26.5,18.0,2024-01-01,0 days,0.0,2024-01-01,0.5520725,-1.7112026,284.61914,0.3125,102298.25,97146.0,0.18639779,0.0,1.1106022e-07
9,26.5,18.5,2024-01-01,0 days,0.0,2024-01-01,0.3338108,-1.2243862,284.3496,0.875,102283.375,98494.0,0.23168588,0.0,0.000106922584
9,26.5,19.0,2024-01-01,0 days,0.0,2024-01-01,0.27228737,-0.8571987,284.21875,1.6875,102271.875,98822.0,0.24168038,0.0,0.0005036511
9,26.5,19.5,2024-01-01,0 days,0.0,2024-01-01,0.28254128,-0.6291714,283.72266,1.9375,102259.625,99079.0,0.24572396,0.0,0.00033580442
9,26.5,20.0,2024-01-01,0 days,0.0,2024-01-01,0.5237522,-0.63454247,283.43164,1.5,102250.0,99289.0,0.24949288,0.0,1.536985e-05
9,26.0,10.0,2024-01-01,0 days,0.0,2024-01-01,-0.5328884,0.220438,283.5078,0.0,102342.25,94661.0,0.2187159,0.0,0.002899281
9,26.0,10.5,2024-01-01,0 days,0.0,2024-01-01,-1.0221462,0.16672707,282.9414,0.0,102341.875,95045.0,0.21979928,0.0,0.002899281
9,26.0,11.0,2024-01-01,0 days,0.0,2024-01-01,-1.4293728,0.13645363,282.6797,0.0,102348.875,94612.0,0.20739388,0.0,0.0009308972
9,26.0,11.5,2024-01-01,0 days,0.0,2024-01-01,-1.1105251,0.26926613,282.68555,0.0,102358.5,94015.0,0.18388009,0.0,0.00454723
9,26.0,12.0,2024-01-01,0 days,0.0,2024-01-01,-0.40251732,0.18186378,282.83398,0.0,102369.625,93557.0,0.18151498,0.0,1.1106022e-07
9,26.0,12.5,2024-01-01,0 days,0.0,2024-01-01,0.3030491,-0.041280746,282.73438,0.0,102362.5,94507.0,0.18822885,0.0,1.1106022e-07
9,26.0,13.0,2024-01-01,0 days,0.0,2024-01-01,0.35431862,-0.3186245,282.67773,0.0,102350.75,95657.0,0.2052424,0.0,1.1106022e-07
9,26.0,13.5,2024-01-01,0 days,0.0,2024-01-01,0.15021706,-0.6516323,282.70312,0.0,102338.25,96366.0,0.21264291,0.0,0.0030213513
9,26.0,14.0,2024-01-01,0 days,0.0,2024-01-01,-0.22136497,-1.1443081,282.93555,0.0,102328.75,96676.0,0.21172738,0.0,0.0030213513
9,26.0,14.5,2024-01-01,0 days,0.0,2024-01-01,-0.6603298,-1.4568081,283.48047,0.0,102319.875,96856.0,0.2122767,0.0,1.1106022e-07
9,26.0,15.0,2024-01-01,0 days,0.0,2024-01-01,-0.98747826,-1.3996792,282.90625,0.125,102314.875,96971.0,0.20600533,0.0,0.0016480603
9,26.0,15.5,2024-01-01,0 days,0.0,2024-01-01,-0.967947,-1.1238003,283.17773,0.0,102314.375,96702.0,0.20156503,0.0,1.536985e-05
9,26.0,16.0,2024-01-01,0 days,0.0,2024-01-01,-0.77458763,-1.22048,283.32617,0.0,102314.125,96428.0,0.19421029,0.0,3.062864e-05
9,26.0,16.5,2024-01-01,0 days,0.0,2024-01-01,-0.76824,-1.498312,283.56055,0.0625,102312.75,96157.0,0.18394113,0.0,3.062864e-05
9,26.0,17.0,2024-01-01,0 days,0.0,2024-01-01,-0.7828884,-1.7097378,283.89844,0.0625,102305.75,96308.0,0.18795419,0.0,1.536985e-05
9,26.0,17.5,2024-01-01,0 days,0.0,2024-01-01,-0.41228294,-1.8020229,284.26367,0.125,102297.625,96597.0,0.19977975,0.0,1.536985e-05
9,26.0,18.0,2024-01-01,0 days,0.0,2024-01-01,-0.16911888,-1.4035854,284.15234,0.125,102285.25,97677.0,0.22431588,0.0,3.062864e-05
9,26.0,18.5,2024-01-01,0 days,0.0,2024-01-01,-0.37615013,-0.83571434,283.6953,0.625,102273.75,98324.0,0.26368356,0.0,1.536985e-05
9,26.0,19.0,2024-01-01,0 days,0.0,2024-01-01,-0.358572,-0.5041714,283.8164,1.0625,102264.75,98576.0,0.27860665,0.0,0.0005189099
9,26.0,19.5,2024-01-01,0 days,0.0,2024-01-01,-0.092947006,-0.42995262,283.64062,1.0625,102257.875,98739.0,0.2755549,0.0,0.00045787473
9,26.0,20.0,2024-01-01,0 days,0.0,2024-01-01,0.188303,-0.46901512,283.41992,0.75,102248.5,98950.0,0.27732491,0.0,0.00016795774
9,25.5,10.0,2024-01-01,0 days,0.0,2024-01-01,0.12531471,0.4836216,283.78906,0.0,102348.875,93461.0,0.23098397,0.0,0.009170643
9,25.5,10.5,2024-01-01,0 days,0.0,2024-01-01,-0.6115017,0.27659035,283.51367,0.0,102341.625,94479.0,0.21712899,0.0,0.0071107065
9,25.5,11.0,2024-01-01,0 days,0.0,2024-01-01,-1.2599392,0.09104347,283.0078,0.0,102350.25,93809.0,0.20034432,0.0,0.00012218137
9,25.5,11.5,2024-01-01,0 days,0.0,2024-01-01,-1.1544704,-0.06911278,282.6289,0.0,102366.625,92922.0,0.1994288,0.0,1.1106022e-07
9,25.5,12.0,2024-01-01,0 days,0.0,2024-01-01,-0.40495872,-0.3313198,282.3457,0.0,102374.0,92936.0,0.20049691,0.0,1.1106022e-07
9,25.5,12.5,2024-01-01,0 days,0.0,2024-01-01,0.13019753,-0.4851284,281.4629,0.0,102364.0,94078.0,0.20805001,0.0,1.1106022e-07
9,25.5,13.0,2024-01-01,0 days,0.0,2024-01-01,0.18683815,-0.6438198,281.38477,0.0,102351.5,95000.0,0.2134211,0.0,0.0011292615
9,25.5,13.5,2024-01-01,0 days,0.0,2024-01-01,0.08869362,-0.89577293,281.4082,0.0625,102337.375,95751.0,0.2253077,0.0,0.008468739
9,25.5,14.0,2024-01-01,0 days,0.0,2024-01-01,-0.18083763,-1.248312,281.7461,0.0625,102322.875,96350.0,0.23368478,0.0,0.009780995
9,25.5,14.5,2024-01-01,0 days,0.0,2024-01-01,-0.73259544,-1.5007534,282.43164,0.0,102312.125,96691.0,0.233639,0.0,1.1106022e-07
9,25.5,15.0,2024-01-01,0 days,0.0,2024-01-01,-1.3527126,-1.3562222,283.19336,0.0,102304.75,96412.0,0.22546029,0.0,1.1106022e-07
9,25.5,15.5,2024-01-01,0 days,0.0,2024-01-01,-1.1608181,-1.3034878,283.40234,0.0,102306.875,95742.0,0.21236825,0.0,4.5887427e-05
9,25.5,16.0,2024-01-01,0 days,0.0,2024-01-01,-0.75798607,-1.5569057,283.56055,0.0,102303.625,95677.0,0.21198678,0.0,6.114622e-05
9,25.5,16.5,2024-01-01,0 days,0.0,2024-01-01,-0.6661892,-1.7766323,283.76562,0.0,102294.5,96175.0,0.22571969,0.0,3.062864e-05
9,25.5,17.0,2024-01-01,0 days,0.0,2024-01-01,-0.783865,-1.8796597,284.08203,0.0,102284.25,96669.0,0.2403071,0.0,-1.5147729e-05
9,25.5,17.5,2024-01-01,0 days,0.0,2024-01-01,-0.9215603,-1.6438198,284.29688,0.0625,102276.875,96997.0,0.24427438,0.0,1.536985e-05
9,25.5,18.0,2024-01-01,0 days,0.0,2024-01-01,-0.9264431,-1.0935268,283.82617,0.0,102270.75,97714.0,0.2649958,0.0,0.00012218137
9,25.5,18.5,2024-01-01,0 days,0.0,2024-01-01,-1.092947,-0.5476284,283.54102,0.1875,102263.0,98026.0,0.289181,0.0,4.5887427e-05
